date,year,price,price_log,USD_balance_ETF_log,short_term_predicted_price_log,predicted_price,btc_premium_rate
2024-07-03,2024,60435.5,11.009331959610869,23.405793080817535,10.99866380890884,59794.19184649357,0.010668150702027646
2024-07-04,2024,58285.5,10.97310862785364,23.405793080817535,10.99866380890884,59794.19184649357,-0.025555181055201714
2024-07-05,2024,56754.5,10.94649022735414,23.415532124892813,11.004947885684928,60171.126240741956,-0.058457658330787865
2024-07-06,2024,58131.5,10.970462964594367,23.415532124892813,11.004947885684928,60171.126240741956,-0.034484921090561116
2024-07-07,2024,56701.5,10.945555944392371,23.415532124892813,11.004947885684928,60171.126240741956,-0.05939194129255654
2024-07-08,2024,56815.5,10.947564454806212,23.43530141918987,11.013264588493477,60673.63834078143,-0.06570013368726535
2024-07-09,2024,58302.5,10.973400253065847,23.449568444765706,11.124012626412302,67779.33448847763,-0.15061237334645483
2024-07-10,2024,57894.5,10.9663776676847,23.459171124417974,11.01125439992267,60551.795391121086,-0.044876732237970174
2024-07-11,2024,57406.5,10.957912816314565,23.46427358873999,11.015606216446283,60815.87990173105,-0.05769340013171842
2024-07-12,2024,57914.5,10.966723063987212,23.484079251575505,10.994567470368567,59549.75558259555,-0.027844406381355213
2024-07-13,2024,59092.5,10.986859291787953,23.484079251575505,10.994567470368567,59549.75558259555,-0.007708178580614344
2024-07-14,2024,60929.5,11.017472737070678,23.484079251575505,10.994567470368567,59549.75558259555,0.022905266702110794
2024-07-15,2024,64613.0,11.076170907915058,23.502929472858153,11.043796361796192,62554.681786320034,0.032374546118866476
2024-07-16,2024,64711.5,11.07769420812572,23.5288117067193,11.068322462812985,64107.87323934606,0.009371745312735769
2024-07-17,2024,64361.5,11.072270907236222,23.532029774129466,11.06523865506787,63910.4813990016,0.007032252168352571
2024-07-18,2024,64112.5,11.068394631697524,23.534269659459003,11.063959484140101,63828.78123459423,0.004435147557423136
2024-07-19,2024,66883.5,11.110707578925169,23.559638889743532,11.07859362638295,64769.72888668924,0.03211395254221827
2024-07-20,2024,67128.5,11.114363971978845,23.559638889743532,11.07859362638295,64769.72888668924,0.035770345595894426
2024-07-21,2024,68101.5,11.128754518326744,23.559638889743532,11.07859362638295,64769.72888668924,0.05016089194379347
2024-07-22,2024,67812.5,11.124501822716915,23.58773271998135,11.106012331248644,66570.2014846547,0.01848949146827117
2024-07-23,2024,66015.5,11.097644841920822,23.583275748024807,11.07497178455918,64535.567477458164,0.022673057361641824
2024-07-24,2024,65463.5,11.089248014392396,23.5858209408458,11.051129962805694,63015.119132119056,0.038118051586701895
2024-07-25,2024,65818.5,11.094656232811941,23.587595878175964,11.093477183488572,65740.94247316933,0.0011790493233689858
2024-07-26,2024,68087.5,11.12854892169193,23.590545228951974,11.123601141341778,67751.45004165581,0.004947780350152087
2024-07-27,2024,68781.5,11.13869009241376,23.590545228951974,11.123601141341778,67751.45004165581,0.015088951071982493
2024-07-28,2024,68194.5,11.130119195418267,23.590545228951974,11.123601141341778,67751.45004165581,0.006518054076488866
2024-07-29,2024,67340.5,11.117517117694925,23.597575961295224,11.100911513544387,66231.503574856,0.0166056041505378
2024-07-30,2024,66263.5,11.101394496674358,23.596542299413937,11.092338639550105,65666.13611485116,0.009055857124252498
2024-07-31,2024,65030.5,11.082611669592673,23.596559253307824,11.083322882550888,65076.76698516864,-0.0007112129582154125
2024-08-01,2024,65468.5,11.089324389915605,23.599414705150664,11.090523768619532,65547.06863203151,-0.0011993787039266124
2024-08-02,2024,61588.5,11.02823044378149,23.58594660271273,11.012097944557476,60602.8950826564,0.01613249922401394
2024-08-03,2024,60696.5,11.013641314759122,23.58594660271273,11.012097944557476,60602.8950826564,0.001543370201645189
2024-08-04,2024,58867.5,10.983044434669079,23.58594660271273,11.012097944557476,60602.8950826564,-0.0290535098883975
2024-08-05,2024,54938.5,10.913969656764714,23.576281808298805,10.948898539957291,56891.34729702813,-0.03492888319257759
2024-08-06,2024,56274.5,10.937996780795435,23.567675095724134,10.937454332839245,56243.9822903723,0.0005424479561906281
2024-08-07,2024,55210.5,10.918908431567457,23.570295065330072,10.936745316572416,56204.11852571599,-0.017836885004959058
2024-08-08,2024,61569.5,11.027921897034211,23.581521804068196,11.000430957664717,59899.95049633492,0.027490939369494427
2024-08-09,2024,60769.5,11.0148432973516,23.57636254321728,11.003159005746252,60063.58353929181,0.011684291605348562
2024-08-10,2024,61045.5,11.01937476674842,23.57636254321728,11.003159005746252,60063.58353929181,0.016215761002168705
2024-08-11,2024,59125.5,10.987417582418097,23.57636254321728,11.003159005746252,60063.58353929181,-0.01574142332815498
2024-08-12,2024,59137.5,10.987620519939403,23.57796435971968,10.991011405765743,59338.36887980629,-0.00339088582633984
2024-08-13,2024,60749.5,11.01451413071625,23.580207196524533,11.00588459836883,60227.515704136,0.008629532347420366
2024-08-14,2024,59002.5,10.985335094871507,23.575520272729445,10.978035902408953,58573.39735328052,0.0072991924625540605
2024-08-15,2024,57685.5,10.962761121088409,23.57616069369829,10.958708578823195,57452.20012126172,0.004052542265213788
2024-08-16,2024,59198.5,10.988651482713252,23.578229161263984,10.993878731742411,59508.75548654332,-0.0052272490291596085
2024-08-17,2024,59428.5,10.992529188264287,23.578229161263984,10.993878731742411,59508.75548654332,-0.0013495434781241045
2024-08-18,2024,59508.5,10.993874438473469,23.578229161263984,10.993878731742411,59508.75548654332,-4.293268942134887e-06
2024-08-19,2024,59316.5,10.990642792488254,23.58179713604573,11.005418800336988,60199.46837855994,-0.014776007848734451
2024-08-20,2024,59505.5,10.993824024236478,23.58683150042207,11.066010127298497,63959.8055843203,-0.07218610306201967
2024-08-21,2024,61398.5,11.02514068386939,23.589083028278967,11.067284855867376,64041.38896304306,-0.042144171997986035
2024-08-22,2024,60553.5,11.01128255077889,23.592765729448356,11.016139031309308,60848.29214054512,-0.0048564805304174286
2024-08-23,2024,64594.5,11.07588454682725,23.606959792311546,11.063911106997331,63825.69345522118,0.011973439829919386
2024-08-24,2024,64035.5,11.067192896059563,23.606959792311546,11.063911106997331,63825.69345522118,0.0032817890622318657
2024-08-25,2024,64529.5,11.074877762565759,23.606959792311546,11.063911106997331,63825.69345522118,0.010966655568427797
2024-08-26,2024,63069.5,11.05199257192689,23.618227047176383,11.025633990545382,61428.79576188226,0.026358581381508372
2024-08-27,2024,59472.0,10.993260892537034,23.611173450219283,11.024656013637662,61368.74918502678,-0.03139512110062803
2024-08-28,2024,59149.5,10.98782341628543,23.605291753884565,11.007831531954903,60344.88889909804,-0.020008115669472915
2024-08-29,2024,59392.5,10.991923234752678,23.60126132377452,11.023935529467359,61324.549897043304,-0.03201229471468103
2024-08-30,2024,59342.5,10.991081023055107,23.591335179010244,10.986510987572867,59071.92141718165,0.004570035482240442
2024-08-31,2024,59198.5,10.988651482713252,23.591335179010244,10.986510987572867,59071.92141718165,0.002140495140384502
2024-09-01,2024,57889.5,10.966291299965444,23.591335179010244,10.986510987572867,59071.92141718165,-0.020219687607422543
2024-09-02,2024,59424.5,10.99246187822581,23.591335179010244,10.986510987572867,59071.92141718165,0.005950890652943741
2024-09-03,2024,58062.5,10.969275295556194,23.57485056541269,10.979344095487933,58650.07280852538,-0.010068799931739036
2024-09-04,2024,58237.5,10.972284756125052,23.5726998528831,10.9814880790355,58775.95249345832,-0.009203322910448009
2024-09-05,2024,56204.5,10.936752103850635,23.560406752105305,10.992384890308083,59419.92520758705,-0.055632786457447736
2024-09-06,2024,53968.5,10.896155822007994,23.550396010097078,10.906137923366886,54509.91678011311,-0.009982101358891882
2024-09-07,2024,54112.5,10.898820491750236,23.550396010097078,10.906137923366886,54509.91678011311,-0.007317431616650438
2024-09-08,2024,54965.5,10.914460994669488,23.550396010097078,10.906137923366886,54509.91678011311,0.008323071302601903
2024-09-09,2024,57337.5,10.956710138905427,23.55208719740588,10.934855789601023,56098.01959781842,0.021854349304403442
2024-09-10,2024,57651.5,10.962171544439373,23.558976061201214,10.979126300308305,58637.300496307354,-0.016954755868932025
2024-09-11,2024,57454.5,10.95874860919107,23.55639682467026,10.965362450196942,57835.75431602345,-0.006613841005870924
2024-09-12,2024,58282.5,10.973057155751507,23.55868850335756,10.98424253762501,58938.07159333372,-0.01118538187350282
2024-09-13,2024,60681.5,11.013394152998732,23.574018580155546,11.00286766410208,60046.08706495821,0.010526488896651642
2024-09-14,2024,60198.5,11.005402714042958,23.574018580155546,11.00286766410208,60046.08706495821,0.0025350499408780536
2024-09-15,2024,59602.5,10.995452798482445,23.574018580155546,11.00286766410208,60046.08706495821,-0.007414865619635336
2024-09-16,2024,58039.5,10.968879092212568,23.57475815678166,10.984556693597737,58956.59024926669,-0.015677601385169382
2024-09-17,2024,60418.5,11.009050628416002,23.585489574757514,11.024689731081171,61370.81841724508,-0.01563910266516899
2024-09-18,2024,60720.5,11.014036646554713,23.58247367175019,11.015588593693835,60814.80816797809,-0.0015519471391218786
2024-09-19,2024,62981.0,11.050588372585487,23.591505589985125,11.023419222058628,61292.895749932904,0.027169150526859198
2024-09-20,2024,63247.5,11.054810880116907,23.596717475791568,11.065844938717955,63949.24102742016,-0.011034058601048002
2024-09-21,2024,63211.5,11.054241525607184,23.596717475791568,11.065844938717955,63949.24102742016,-0.011603413110771399
2024-09-22,2024,63711.5,11.06212035901796,23.596717475791568,11.065844938717955,63949.24102742016,-0.0037245796999947345
2024-09-23,2024,63414.5,11.05744782090055,23.5969717094902,11.059550157341974,63547.95885281421,-0.002102336441424768
2024-09-24,2024,64376.5,11.072503938665447,23.604624879845804,11.047631377473513,62795.04056691974,0.02487256119193404
2024-09-25,2024,63273.5,11.055221879087291,23.610543925489647,11.041385480006229,62404.05149200092,0.013836399081062822
2024-09-26,2024,65226.5,11.085621107057475,23.630718657114365,11.063890535558151,63824.38048235509,0.021730571499324114
2024-09-27,2024,66064.5,11.098386816515735,23.657362039842,11.092381671437138,65668.96191340165,0.006005145078596286
2024-09-28,2024,65867.5,11.095400427369624,23.657362039842,11.092381671437138,65668.96191340165,0.003018755932485462
2024-09-29,2024,65863.5,11.095339697548985,23.657362039842,11.092381671437138,65668.96191340165,0.002958026111846479
2024-09-30,2024,63715.5,11.062183140061245,23.66061659603657,11.057986552231327,63448.672582069375,0.004196587829918386
2024-10-01,2024,60791.5,11.01520525554938,23.64767395224637,11.01474392997417,60763.461794162555,0.00046132557521083584
2024-10-02,2024,60881.5,11.016684630865418,23.642737823778535,11.016866971476006,60892.602182042036,-0.00018234061058741702
2024-10-03,2024,60954.5,11.017882963193067,23.63980878858963,11.026115942321976,61458.408614544016,-0.00823297912890908
2024-10-04,2024,62344.5,11.0404307355092,23.641193313502388,11.039846697427498,62308.09906861499,0.0005840380817030422
2024-10-05,2024,62064.5,11.03592944584735,23.641193313502388,11.039846697427498,62308.09906861499,-0.003917251580148218
2024-10-06,2024,62643.5,11.045215203944101,23.641193313502388,11.039846697427498,62308.09906861499,0.005368506516603588
2024-10-07,2024,63121.5,11.052816719495945,23.653824721210018,11.047448509237551,62783.55839851805,0.005368210258394512
2024-10-08,2024,62246.5,11.038857587846676,23.652831598237444,11.042004447894344,62442.689552588585,-0.0031468600476678432
2024-10-09,2024,60794.0,11.015246378874124,23.65066038150359,11.02152782786507,61177.076287461954,-0.006281448990945293
2024-10-10,2024,60228.5,11.00590094119502,23.644172188374572,11.012958066118234,60655.0433630765,-0.0070571249232145306
2024-10-11,2024,62551.5,11.04374549642287,23.65774485363435,11.052530729239129,63103.45044712549,-0.008785232816258315
2024-10-12,2024,63398.5,11.057195480839438,23.65774485363435,11.052530729239129,63103.45044712549,0.004664751600309103
2024-10-13,2024,62945.5,11.050024551611498,23.65774485363435,11.052530729239129,63103.45044712549,-0.0025061776276302794
2024-10-14,2024,66255.5,11.101273759270518,23.686867403746017,11.084684191554883,65165.41690029004,0.016589567715634246
2024-10-15,2024,66812.5,11.1096454677674,23.705841946450846,11.102556132918048,66340.51880849274,0.007089334849352369
2024-10-16,2024,67795.5,11.124251100044374,23.728804866690787,11.124466452858007,67810.10152385989,-0.00021535281363327385
2024-10-17,2024,67472.5,11.119475386440268,23.751833093593973,11.12721199318015,67996.53270189087,-0.007736606739882745
2024-10-18,2024,68166.5,11.129708520806119,23.764989122601232,11.137882751014834,68725.99225743391,-0.008174230208714661
2024-10-19,2024,68343.5,11.13230173887352,23.764989122601232,11.137882751014834,68725.99225743391,-0.005581012141313124
2024-10-20,2024,69266.5,11.14571666281649,23.764989122601232,11.137882751014834,68725.99225743391,0.007833911801656157
2024-10-21,2024,67826.5,11.124708253021618,23.778944855551465,11.126514873920405,67949.14752782618,-0.0018066208987868038
2024-10-22,2024,67735.5,11.12336569369572,23.775213023828137,11.125883871037242,67906.28494445674,-0.0025181773415230424
2024-10-23,2024,66519.5,11.105250416742235,23.784266053045485,11.12657282066668,67953.08507392055,-0.02132240392444551
2024-10-24,2024,68230.5,11.130646957937389,23.79303358002587,11.12915723439512,68128.93109143042,0.0014897235422690613
2024-10-25,2024,67133.5,11.114438453217057,23.811527153800053,11.125883807491096,67906.28062927417,-0.011445354274039587
2024-10-26,2024,67140.5,11.114542717631705,23.811527153800053,11.125883807491096,67906.28062927417,-0.011341089859390863
2024-10-27,2024,68209.5,11.130339130318424,23.811527153800053,11.125883807491096,67906.28062927417,0.004455322827327635
2024-10-28,2024,69846.5,11.154055256056749,23.83314342655944,11.14530394480895,69237.91836661375,0.008751311247799265
2024-10-29,2024,72831.5,11.195903832908147,23.871221219470325,11.179529089727446,71648.61404956093,0.016374743180701756
2024-10-30,2024,72494.5,11.191265975896128,23.90886198569975,11.178060496754956,71543.46862529252,0.013205479141172205
2024-10-31,2024,70493.5,11.16327578596825,23.91019681523196,11.169239423638121,70915.15373746268,-0.005963637669871957
2024-11-01,2024,69454.5,11.14842714089981,23.907926957663534,11.153043318475305,69775.85545168276,-0.0046161775754942624
2024-11-02,2024,69470.5,11.1486574810124,23.907926957663534,11.153043318475305,69775.85545168276,-0.004385837462905329
2024-11-03,2024,69028.5,11.142274741778682,23.907926957663534,11.153043318475305,69775.85545168276,-0.010768576696623455
2024-11-04,2024,67911.5,11.125960665921623,23.8852749701255,11.154349549612302,69867.05839978182,-0.02838888369067938
2024-11-05,2024,69434.5,11.14813914112822,23.8803173206226,11.154349549612302,69867.05839978182,-0.006210408484081498
2024-11-06,2024,75835.5,11.236321799725449,23.906435724593322,11.209258299147473,73810.6492639125,0.027063500577975574
2024-11-07,2024,75741.5,11.235081505854343,23.961822713093277,11.24765863086056,76700.12605695336,-0.012577125006217216
2024-11-08,2024,76451.5,11.244411831831828,23.97326428918767,11.265423530446085,78074.8710432235,-0.021011698614257668
2024-11-09,2024,76474.5,11.244712630913389,23.97326428918767,11.265423530446085,78074.8710432235,-0.02071089953269656
2024-11-10,2024,80418.5,11.294999528200716,23.97326428918767,11.265423530446085,78074.8710432235,0.02957599775463038
2024-11-11,2024,87260.5,11.376653176663476,24.015555678951525,11.412524393790251,90447.45865905021,-0.035871217126775434
2024-11-12,2024,88391.5,11.389531090156504,24.045488551487722,11.399358258697305,89264.42031053068,-0.009827168540800457
2024-11-13,2024,89744.0,11.404716451748119,24.06372192331938,11.411376904701633,90343.73071187134,-0.006660452953514806
2024-11-14,2024,87987.5,11.384950037916386,24.04942712357433,11.393043532064478,88702.51590179588,-0.008093494148091906
2024-11-15,2024,91237.5,11.421221275759887,24.03604357775342,11.412524393790251,90447.45865905021,0.008696881969635584
2024-11-16,2024,90566.5,11.413839666479637,24.03604357775342,11.412524393790251,90447.45865905021,0.0013152726893856936
2024-11-17,2024,89537.5,11.402412810922707,24.03604357775342,11.412524393790251,90447.45865905021,-0.010111582867544655
2024-11-18,2024,91266.5,11.421539077016234,24.04527930872928,11.412161453441188,90414.63758323924,0.009377623575046456
2024-11-19,2024,91769.5,11.427035277394598,24.07476864558471,11.411376904701633,90343.73071187134,0.01565837269296466
2024-11-20,2024,94112.5,11.452246154158377,24.10150160697122,11.440370188120914,93001.43369770437,0.011875966037463215
2024-11-21,2024,98224.5,11.495010954059925,24.13520861285301,11.485236448452344,97269.08105465907,0.009774505607580863
2024-11-22,2024,98385.0,11.496643632395946,24.15124795013422,11.490172389473814,97750.38236220909,0.006471242922131637
2024-11-23,2024,97531.5,11.487930681730905,24.15124795013422,11.490172389473814,97750.38236220909,-0.002241707742909327
2024-11-24,2024,97515.5,11.487766618709829,24.15124795013422,11.490172389473814,97750.38236220909,-0.0024057707639855153
2024-11-25,2024,93999.0,11.451039422897681,24.137020708922087,11.457517659072344,94609.92444201055,-0.006478236174663365
2024-11-26,2024,92153.5,11.431210943928507,24.13297026420204,11.454612538888636,94335.47009539239,-0.023401594960128946
2024-11-27,2024,96154.5,11.473711551793826,24.13636873255454,11.469147165860807,95716.61385371578,0.0045643859330191106
2024-11-28,2024,95679.5,11.468759343418297,24.13636873255454,11.469147165860807,95716.61385371578,-0.00038782244251045483
2024-11-29,2024,97585.5,11.488484195790456,24.14685399701829,11.48437666282241,97185.48643840587,0.0041075329680460015
2024-11-30,2024,96529.5,11.477603940092376,24.14685399701829,11.48437666282241,97185.48643840587,-0.00677272273003382
2024-12-01,2024,97838.5,11.491073439090627,24.14685399701829,11.48437666282241,97185.48643840587,0.006696776268217519
2024-12-02,2024,95499.5,11.46687629085302,24.158313768983703,11.47543059057985,96319.93546920485,-0.008554299726828418
2024-12-03,2024,95936.5,11.47144179325656,24.17986323552254,11.476789216351504,96450.88715288031,-0.0053474230949444035
2024-12-04,2024,98394.5,11.496740187169257,24.197270583434378,11.489860362702375,97719.88638402188,0.006879824466881956
2024-12-05,2024,96778.5,11.480180141157142,24.220754734926487,11.493475688723883,98073.81503030284,-0.013295547566741561
2024-12-06,2024,100545.0,11.518360667460168,24.232091161708794,11.514487481987384,100156.32376011783,0.0038731854727842574
2024-12-07,2024,99949.5,11.512420337414783,24.232091161708794,11.514487481987384,100156.32376011783,-0.002067144572601265
2024-12-08,2024,100185.0,11.514773755827846,24.232091161708794,11.514487481987384,100156.32376011783,0.0002862738404623144
2024-12-09,2024,97199.5,11.484520846402377,24.246329757258124,11.51425674087813,100133.21624490398,-0.029735894475752644
2024-12-10,2024,96949.5,11.481945503359922,24.259186400769725,11.487423096312305,97482.00699477243,-0.005477592952383148
2024-12-11,2024,101205.0,11.524903441729636,24.265664704054373,11.487423096312305,97482.00699477243,0.037480345417330696
2024-12-12,2024,100355.0,11.516469178593594,24.282810793424193,11.457509909999647,94609.19130566873,0.058959268593946845
2024-12-13,2024,101255.0,11.52539736646555,24.294939901034596,11.497506006326962,98469.88125363276,0.02789136013858773
2024-12-14,2024,101075.0,11.523618094508972,24.294939901034596,11.497506006326962,98469.88125363276,0.026112088182010496
2024-12-15,2024,103175.0,11.544181854620783,24.294939901034596,11.497506006326962,98469.88125363276,0.04667584829382143
2024-12-16,2024,105845.0,11.56973103879168,24.31268400733351,11.324171174018396,82798.99263193773,0.24555986477328418
2024-12-17,2024,105585.0,11.567271594710341,24.326230585234285,11.508491557275885,99557.59075623719,0.058780037434456034
2024-12-18,2024,100925.0,11.522132945721141,24.333702552752925,11.469737849985975,95773.16883945576,0.05239509573516621
2024-12-19,2024,97996.5,11.492687042729225,24.315367284525248,11.451230723583954,94016.98379331011,0.04145631914527037
2024-12-20,2024,97240.5,11.484942570333747,24.307709347853656,11.464821224253274,95303.44369064432,0.020121346080472335
2024-12-21,2024,97384.5,11.486422339389897,24.307709347853656,11.464821224253274,95303.44369064432,0.02160111513662244
2024-12-22,2024,95258.5,11.464349527852542,24.307709347853656,11.464821224253274,95303.44369064432,-0.00047169640073185803
2024-12-23,2024,95171.0,11.463430552524057,24.30140365645004,11.351302644273739,85076.20338627246,0.1121279082503186
2024-12-24,2024,98810.0,11.500954093189009,24.29190799617209,11.440026928735808,92969.51556117265,0.06092716445320079
